#key = (id, data) ｜ value = (R, G, B)
glass_rgb = {
    (634, 1): (255, 205, 210),
    (633, 1): (248, 187, 208),
    (633, 2): (225, 190, 231),
    (633, 3): (209, 196, 233),
    (633, 4): (197, 202, 233),
    (633, 5): (187, 222, 251),
    (633, 6): (179, 229, 252),
    (633, 7): (178, 235, 242),
    (633, 8): (178, 223, 219),
    (633, 9): (200, 230, 201),
    (633, 10): (220, 237, 200),
    (633, 11): (240, 244, 195),
    (633, 12): (255, 249, 196),
    (633, 13): (255, 236, 179),
    (633, 14): (255, 224, 178),
    (633, 15): (255, 204, 188),
    (635, 3): (0, 0, 0),
    (634, 2): (239, 154, 154),
    (634, 3): (244, 143, 177),
    (634, 4): (206, 147, 216),
    (1930, 0): (179, 157, 219),
    (634, 6): (159, 168, 218),
    (636, 0): (144, 202, 249),
    (634, 8): (129, 212, 250),
    (634, 9): (128, 222, 234),
    (634, 10): (128, 203, 196),
    (634, 11): (165, 214, 167),
    (634, 12): (197, 225, 165),
    (634, 13): (230, 238, 156),
    (634, 14): (255, 245, 157),
    (634, 15): (255, 224, 130),
    (1929, 0): (255, 204, 128),
    (635, 1): (255, 171, 145),
    (635, 2): (215, 204, 200),
    (633, 0): (255, 255, 255),
    (635, 4): (229, 115, 115),
    (639, 0): (240, 98, 146),
    (635, 6): (186, 104, 200),
    (635, 7): (149, 117, 205),
    (635, 8): (121, 134, 203),
    (635, 9): (100, 181, 246),
    (635, 10): (79, 195, 247),
    (635, 11): (77, 208, 225),
    (635, 12): (77, 182, 172),
    (635, 13): (129, 199, 132),
    (635, 14): (174, 213, 129),
    (635, 15): (220, 231, 117),
    (1928, 0): (255, 241, 118),
    (636, 1): (255, 213, 79),
    (636, 2): (255, 183, 77),
    (636, 3): (255, 138, 101),
    (636, 4): (188, 170, 164),
    (636, 5): (238, 238, 238),
    (636, 6): (239, 83, 80),
    (636, 7): (236, 64, 122),
    (636, 8): (171, 71, 188),
    (636, 9): (126, 87, 194),
    (636, 10): (92, 107, 192),
    (636, 11): (66, 165, 245),
    (636, 12): (41, 182, 246),
    (636, 13): (38, 198, 218),
    (636, 14): (38, 166, 154),
    (636, 15): (102, 187, 106),
    (646, 3): (156, 204, 101),
    (637, 1): (212, 225, 87),
    (637, 2): (255, 238, 88),
    (637, 3): (255, 202, 40),
    (637, 4): (255, 167, 38),
    (637, 5): (255, 112, 67),
    (637, 6): (161, 136, 127),
    (637, 7): (224, 224, 224),
    (637, 8): (244, 67, 54),
    (637, 9): (233, 30, 99),
    (635, 0): (156, 39, 176),
    (637, 11): (103, 58, 183),
    (637, 12): (63, 81, 181),
    (637, 13): (33, 150, 243),
    (637, 14): (3, 169, 244),
    (637, 15): (0, 188, 212),
    (638, 3): (0, 150, 136),
    (638, 1): (76, 175, 80),
    (638, 2): (139, 195, 74),
    (638, 0): (205, 220, 57),
    (638, 4): (255, 235, 59),
    (638, 5): (255, 193, 7),
    (638, 6): (255, 152, 0),
    (638, 7): (255, 87, 34),
    (638, 8): (141, 110, 99),
    (641, 0): (189, 189, 189),
    (638, 10): (229, 57, 53),
    (638, 11): (216, 27, 96),
    (638, 12): (142, 36, 170),
    (638, 13): (94, 53, 177),
    (644, 0): (57, 73, 171),
    (635, 5): (30, 136, 229),
    (639, 1): (3, 155, 229),
    (639, 2): (0, 172, 193),
    (639, 3): (0, 137, 123),
    (639, 4): (67, 160, 71),
    (639, 5): (124, 179, 66),
    (639, 6): (192, 202, 51),
    (639, 7): (253, 216, 53),
    (639, 8): (255, 179, 0),
    (639, 9): (251, 140, 0),
    (1933, 0): (244, 81, 30),
    (639, 11): (121, 85, 72),
    (639, 12): (158, 158, 158),
    (639, 13): (211, 47, 47),
    (639, 14): (194, 24, 91),
    (639, 15): (123, 31, 162),
    (641, 15): (81, 45, 168),
    (640, 1): (48, 63, 159),
    (640, 2): (25, 118, 210),
    (640, 3): (2, 136, 209),
    (640, 4): (0, 151, 167),
    (640, 5): (0, 121, 107),
    (640, 6): (56, 142, 60),
    (640, 7): (104, 159, 56),
    (640, 8): (175, 180, 43),
    (640, 9): (251, 192, 45),
    (640, 10): (255, 160, 0),
    (640, 11): (245, 124, 0),
    (640, 12): (230, 74, 25),
    (647, 0): (109, 76, 65),
    (640, 15): (117, 117, 117),
    (643, 0): (198, 40, 40),
    (641, 1): (173, 20, 87),
    (641, 2): (106, 27, 154),
    (641, 3): (69, 39, 160),
    (641, 4): (40, 53, 147),
    (641, 5): (21, 101, 192),
    (641, 6): (2, 119, 189),
    (646, 0): (0, 131, 143),
    (641, 8): (0, 105, 92),
    (641, 9): (46, 125, 50),
    (641, 10): (85, 139, 47),
    (641, 11): (158, 157, 36),
    (634, 0): (249, 168, 37),
    (641, 13): (255, 143, 0),
    (645, 0): (239, 108, 0),
    (640, 0): (216, 67, 21),
    (643, 10): (93, 64, 55),
    (642, 1): (97, 97, 97),
    (1934, 0): (183, 28, 28),
    (1926, 0): (136, 14, 79),
    (1932, 0): (74, 20, 140),
    (642, 5): (49, 27, 146),
    (642, 6): (26, 35, 126),
    (642, 7): (13, 71, 161),
    (642, 8): (1, 87, 155),
    (1935, 0): (0, 96, 100),
    (642, 10): (0, 77, 64),
    (1931, 0): (27, 94, 32),
    (642, 12): (51, 105, 30),
    (642, 13): (130, 119, 23),
    (642, 14): (245, 127, 23),
    (642, 15): (255, 111, 0),
    (638, 9): (230, 81, 0),
    (643, 1): (191, 54, 12),
    (643, 2): (78, 52, 46),
    (643, 3): (66, 66, 66),
    (643, 4): (213, 0, 0),
    (643, 5): (197, 17, 98),
    (643, 6): (170, 0, 255),
    (643, 7): (98, 0, 234),
    (643, 8): (48, 79, 254),
    (643, 9): (41, 98, 255),
    (642, 0): (0, 145, 234),
    (643, 11): (0, 184, 212),
    (643, 12): (0, 191, 165),
    (1927, 0): (0, 200, 83),
    (643, 14): (100, 221, 23),
    (643, 15): (174, 234, 0),
    (638, 15): (255, 214, 0),
    (644, 1): (255, 171, 0),
    (644, 2): (255, 109, 0),
    (648, 0): (221, 44, 0),
    (644, 4): (62, 39, 35),
    (644, 5): (33, 33, 33),
    (644, 6): (255, 23, 68),
    (644, 7): (245, 0, 87),
    (644, 8): (213, 0, 249),
    (644, 9): (101, 31, 255),
    (644, 10): (61, 90, 254),
    (644, 11): (41, 121, 255),
    (644, 12): (0, 176, 255),
    (644, 13): (0, 229, 255),
    (644, 14): (29, 233, 182),
    (644, 15): (0, 230, 118),
    (641, 14): (118, 255, 3),
    (645, 1): (198, 255, 0),
    (645, 2): (255, 234, 0),
    (1924, 0): (255, 196, 0),
    (645, 4): (255, 145, 0),
    (645, 5): (255, 61, 0),
    (645, 6): (236, 239, 241),
    (645, 7): (96, 125, 139),
    (645, 8): (255, 82, 82),
    (645, 9): (255, 64, 129),
    (645, 10): (224, 64, 251),
    (645, 11): (124, 77, 255),
    (645, 12): (83, 109, 254),
    (645, 13): (68, 138, 255),
    (645, 14): (64, 196, 255),
    (645, 15): (24, 255, 255),
    (641, 7): (100, 255, 218),
    (646, 1): (105, 240, 174),
    (646, 2): (178, 255, 89),
    (637, 0): (238, 255, 65),
    (1925, 0): (255, 255, 0),
    (646, 5): (255, 215, 64),
    (646, 6): (255, 171, 64),
    (646, 7): (255, 110, 64),
    (646, 8): (207, 216, 220),
    (646, 9): (84, 110, 122),
    (646, 10): (255, 138, 128),
    (646, 11): (255, 128, 171),
    (646, 12): (234, 128, 252),
    (646, 13): (179, 136, 255),
    (646, 14): (140, 158, 255),
    (646, 15): (130, 177, 255),
    (640, 14): (128, 216, 255),
    (647, 1): (132, 255, 255),
    (647, 2): (167, 255, 235),
    (647, 3): (185, 246, 202),
    (647, 4): (204, 255, 144),
    (647, 5): (244, 255, 129),
    (647, 6): (255, 255, 141),
    (647, 7): (255, 229, 127),
    (647, 8): (255, 209, 128),
    (647, 9): (255, 158, 128),
    (647, 10): (144, 164, 174),
    (647, 11): (55, 71, 79),
    (647, 12): (252, 224, 227),
    (647, 13): (250, 216, 227),
    (647, 14): (239, 213, 243),
    (647, 15): (232, 224, 247),
    (641, 12): (223, 226, 245),
    (648, 1): (214, 234, 251),
    (648, 2): (217, 243, 255),
    (648, 3): (209, 245, 249),
    (648, 4): (209, 240, 237),
    (648, 5): (221, 242, 222),
    (648, 6): (237, 249, 223),
    (648, 7): (248, 251, 219),
    (648, 8): (255, 252, 221),
    (648, 9): (255, 244, 213),
    (648, 10): (255, 239, 215),
    (648, 11): (255, 227, 224),
}
