#key = (id, data) ｜ value = (R, G, B)
cotton_rgb = {
    (601, 1): (255, 205, 210),
    (600, 1): (248, 187, 208),
    (600, 2): (225, 190, 231),
    (600, 3): (209, 196, 233),
    (600, 4): (197, 202, 233),
    (600, 5): (187, 222, 251),
    (600, 6): (179, 229, 252),
    (600, 7): (178, 235, 242),
    (600, 8): (178, 223, 219),
    (600, 9): (200, 230, 201),
    (600, 10): (220, 237, 200),
    (600, 11): (240, 244, 195),
    (600, 12): (255, 249, 196),
    (600, 13): (255, 236, 179),
    (600, 14): (255, 224, 178),
    (600, 15): (255, 204, 188),
    (602, 3): (0, 0, 0),
    (601, 2): (239, 154, 154),
    (601, 3): (244, 143, 177),
    (601, 4): (206, 147, 216),
    (1906, 0): (179, 157, 219),
    (601, 6): (159, 168, 218),
    (603, 0): (144, 202, 249),
    (601, 8): (129, 212, 250),
    (601, 9): (128, 222, 234),
    (601, 10): (128, 203, 196),
    (601, 11): (165, 214, 167),
    (601, 12): (197, 225, 165),
    (601, 13): (230, 238, 156),
    (601, 14): (255, 245, 157),
    (601, 15): (255, 224, 130),
    (1905, 0): (255, 204, 128),
    (602, 1): (255, 171, 145),
    (602, 2): (215, 204, 200),
    (600, 0): (255, 255, 255),
    (602, 4): (229, 115, 115),
    (606, 0): (240, 98, 146),
    (602, 6): (186, 104, 200),
    (602, 7): (149, 117, 205),
    (602, 8): (121, 134, 203),
    (602, 9): (100, 181, 246),
    (602, 10): (79, 195, 247),
    (602, 11): (77, 208, 225),
    (602, 12): (77, 182, 172),
    (602, 13): (129, 199, 132),
    (602, 14): (174, 213, 129),
    (602, 15): (220, 231, 117),
    (1904, 0): (255, 241, 118),
    (603, 1): (255, 213, 79),
    (603, 2): (255, 183, 77),
    (603, 3): (255, 138, 101),
    (603, 4): (188, 170, 164),
    (603, 5): (238, 238, 238),
    (603, 6): (239, 83, 80),
    (603, 7): (236, 64, 122),
    (603, 8): (171, 71, 188),
    (603, 9): (126, 87, 194),
    (603, 10): (92, 107, 192),
    (603, 11): (66, 165, 245),
    (603, 12): (41, 182, 246),
    (603, 13): (38, 198, 218),
    (603, 14): (38, 166, 154),
